181,181,188,181,188,189,181,189,181,188,189,181,181,188,188,188,188,188,189,181,188,189,188,189,189,188,189,181,181,181,181,189,188,189,181,188,189,188,181,189,188,181,181,189,188,189,181,188,188,158,158,151,159,151,151,158,159,158,159,158,158,158,151,159,151,158,158,158,151,158,158,151,151,159,158,159,151,159,159,159,151,158,158,159,159,159,159,159,158,151,151,159,159,158,158,151,159,159,158,151
181,188,181,189,188,188,189,181,189,188,189,188,181,188,189,181,181,188,189,181,188,189,189,181,188,189,188,188,189,181,189,189,181,181,181,189,189,189,181,189,189,189,188,181,181,189,188,189,189,158,151,151,151,158,151,158,151,158,158,159,151,158,158,159,151,151,151,151,151,158,159,158,151,159,151,151,159,158,159,151,158,151,159,158,159,151,151,151,159,159,151,159,158,151,158,158,158,151,151,158
188,181,181,189,181,188,189,188,181,188,189,181,188,188,188,181,189,188,189,181,189,189,188,181,189,181,188,189,188,181,181,188,181,188,189,189,188,188,189,189,181,188,181,188,181,189,189,189,189,189,159,158,151,151,159,151,151,159,159,158,151,151,158,158,158,159,158,158,159,151,159,158,159,159,159,159,158,159,159,159,159,158,151,158,151,151,151,151,159,151,151,159,151,158,159,151,151,158,158,159
188,189,188,188,181,181,188,189,181,189,189,189,188,189,188,189,189,189,188,188,188,181,188,189,189,189,189,188,189,188,188,189,188,189,181,189,189,181,188,181,181,188,188,188,188,189,188,189,181,181,188,151,158,159,159,151,159,151,159,158,159,158,159,159,158,151,151,158,158,159,159,159,151,151,159,151,158,151,159,158,159,158,151,158,159,159,158,158,159,151,151,151,159,151,151,151,158,158,158,159
188,188,189,181,181,189,181,189,189,189,188,181,188,188,181,181,181,189,181,188,181,188,181,181,188,188,188,189,189,181,188,189,188,189,189,189,188,181,188,189,188,189,181,189,181,189,188,189,189,181,189,189,151,158,158,151,151,158,158,159,159,158,151,159,158,159,158,151,151,159,151,158,159,158,159,151,159,159,159,159,151,158,151,151,159,158,159,151,151,159,159,151,158,159,151,151,151,158,158,158
181,189,189,181,189,181,188,181,188,181,189,189,181,189,188,188,189,181,188,188,188,181,181,181,188,188,189,188,189,188,188,188,188,181,189,188,189,189,188,188,189,189,181,189,189,188,188,181,188,189,189,188,188,159,158,159,151,158,158,151,158,159,158,159,158,158,158,159,158,158,158,159,159,159,159,151,151,159,158,151,158,151,151,159,159,151,159,159,158,158,158,158,159,151,151,158,151,158,158,151
188,189,181,181,181,181,181,189,188,181,189,188,181,181,181,189,181,181,188,188,188,188,188,181,188,188,189,188,189,188,181,188,189,181,181,188,188,189,188,188,189,189,189,189,181,181,181,188,181,188,189,181,189,158,158,151,159,151,158,158,151,159,158,159,159,158,151,158,158,159,151,158,159,159,151,151,159,151,159,151,151,159,151,151,151,158,158,151,158,158,158,158,159,159,158,158,151,159,151,151
181,181,188,181,189,189,181,189,188,188,188,188,188,189,189,189,188,181,181,188,188,189,189,188,181,188,188,189,189,181,189,189,181,189,188,188,181,181,188,188,181,181,188,189,188,188,181,181,189,188,188,181,158,159,151,151,159,159,151,158,159,158,158,158,159,151,159,159,158,158,151,159,158,158,159,158,159,151,151,159,158,159,158,159,158,159,159,158,151,151,158,159,158,159,151,151,159,151,151,158
188,189,188,181,188,188,188,188,189,188,188,181,188,188,189,189,181,181,188,181,189,181,181,181,181,189,188,188,189,189,189,189,188,189,181,188,189,181,181,181,181,181,188,189,188,188,188,189,189,181,181,159,159,158,159,151,151,159,151,159,158,159,158,158,159,151,158,151,158,159,151,158,159,159,158,159,151,158,151,158,159,158,158,158,158,158,151,151,151,151,159,159,151,158,159,158,159,159,158,158
189,181,181,181,188,189,181,188,189,189,189,188,181,181,189,188,189,189,189,188,188,188,188,181,188,189,181,181,189,188,181,181,181,181,189,188,188,189,189,188,181,181,188,181,181,181,181,188,181,189,188,158,158,158,158,151,159,159,151,151,159,158,158,151,159,159,159,158,159,151,151,151,158,158,158,158,159,158,158,159,151,151,151,158,151,158,151,158,158,158,158,151,159,151,159,158,158,151,158,151
188,188,181,181,181,181,188,189,189,188,188,188,189,181,189,181,188,181,188,181,189,188,189,188,181,181,189,181,189,189,181,181,188,188,181,188,181,181,189,188,188,189,181,189,181,181,188,181,181,189,181,158,158,158,158,151,158,151,151,158,158,159,151,158,158,151,158,158,151,151,159,159,159,158,151,158,151,159,151,159,151,151,151,151,158,158,158,159,159,159,159,159,158,151,159,158,151,159,158,159
188,181,181,189,181,181,188,188,188,181,189,189,188,188,189,181,181,189,188,189,188,181,188,181,189,181,189,181,181,181,181,181,189,181,188,181,188,181,181,181,189,188,188,189,188,181,188,188,181,181,188,151,158,151,159,158,158,158,158,151,158,159,159,159,159,159,158,158,158,158,159,158,158,151,158,159,151,158,151,158,151,159,158,158,159,158,151,158,151,159,159,151,159,158,158,158,151,158,23,15
188,188,181,189,189,181,181,188,188,189,188,181,181,188,181,181,189,188,188,189,188,189,181,189,189,181,181,189,188,181,181,188,189,189,188,181,181,189,181,181,181,181,181,188,181,189,188,188,188,189,188,158,151,151,158,158,158,151,151,151,151,151,158,158,159,151,158,158,151,158,158,158,158,158,159,159,151,151,151,158,159,159,159,151,151,158,159,159,159,159,151,159,158,159,158,151,14,24,13,39
189,181,181,189,189,181,188,181,181,181,189,181,188,181,181,181,188,188,181,188,188,189,188,181,188,189,181,181,188,181,189,181,189,189,188,188,189,188,181,189,189,188,188,181,181,181,181,188,189,188,181,151,158,159,151,159,158,158,158,158,151,159,151,159,158,158,159,151,159,151,151,158,151,151,159,158,159,158,158,159,151,151,151,151,158,151,159,159,158,151,159,151,151,159,158,20,23,41,41,40
189,188,189,189,189,188,189,189,188,188,189,188,188,189,189,188,188,189,188,181,188,189,189,181,189,189,188,188,188,181,181,188,181,188,181,181,189,181,181,188,181,188,181,189,189,188,189,188,181,181,189,151,151,158,158,158,159,158,151,158,159,151,158,158,158,159,158,151,151,158,159,159,159,158,158,151,158,159,151,159,159,158,159,159,158,159,158,151,159,151,159,158,158,21,17,13,39,41,41,39
181,188,188,181,189,189,189,189,181,181,181,181,189,188,188,189,188,181,189,189,188,181,181,189,189,181,188,189,181,189,189,189,181,189,189,189,189,188,189,189,189,181,189,181,189,188,181,189,188,188,188,151,158,158,159,159,159,158,158,158,158,159,159,151,151,151,151,158,151,158,151,151,151,158,159,151,151,159,159,158,151,151,151,158,159,159,158,158,159,159,24,14,18,24,40,40,38,41,40,41
189,181,188,188,181,189,181,181,188,181,189,188,189,181,188,189,181,181,188,189,181,188,188,189,181,181,188,188,188,181,188,188,181,181,181,188,188,188,181,181,188,188,188,189,189,189,189,181,189,189,181,159,159,159,151,158,158,151,159,159,158,158,151,151,151,159,151,158,159,151,159,159,151,159,158,159,159,159,151,158,158,159,158,158,159,158,158,151,23,15,19,39,38,40,41,42,40,39,39,40
181,189,181,189,188,188,189,181,188,189,181,189,189,188,189,188,189,181,188,181,188,181,189,181,188,181,181,181,181,188,181,189,181,181,189,188,189,189,181,189,181,188,188,181,188,189,189,181,188,181,188,151,151,159,151,159,151,158,159,158,151,159,159,159,151,159,151,158,159,159,159,151,158,158,158,158,158,151,158,158,151,159,158,151,151,151,24,17,22,39,41,39,39,41,42,40,41,38,38,40
181,189,189,181,189,181,188,181,189,188,189,189,188,181,189,181,181,188,189,181,188,181,181,181,189,188,189,188,188,188,188,189,181,189,189,181,188,189,181,181,189,188,188,189,188,188,188,189,181,188,181,158,159,158,159,159,151,151,151,159,151,159,159,159,151,151,159,158,159,158,151,159,151,159,159,159,158,151,151,159,159,151,159,158,23,18,24,39,39,39,41,40,41,38,38,41,38,40,40,39
189,189,188,188,188,181,181,181,189,188,189,188,189,181,181,189,181,188,188,188,181,181,189,181,188,189,188,189,181,188,189,188,181,188,188,189,189,188,189,181,181,181,181,189,188,188,181,189,189,181,189,159,151,151,159,151,151,159,158,159,158,151,158,158,151,158,159,151,158,158,159,158,151,151,158,158,159,158,159,158,158,158,14,15,15,44,43,38,38,40,40,38,40,44,42,41,41,38,41,38
188,181,188,189,181,189,188,189,188,181,189,188,181,181,181,181,188,188,188,181,181,189,189,188,188,188,188,181,188,181,189,189,181,189,189,188,189,189,181,181,189,181,189,181,181,181,181,181,181,189,181,159,151,158,158,158,158,158,159,151,158,158,159,158,151,158,151,158,151,159,159,159,159,159,151,159,158,159,159,158,158,19,13,39,38,40,38,38,39,39,39,40,41,40,38,38,41,39,38,40
188,181,181,188,188,189,188,188,189,189,189,189,189,181,181,181,181,188,189,188,189,189,189,181,181,189,189,189,181,189,188,181,181,181,188,189,188,188,189,181,188,181,181,188,181,181,188,189,181,181,189,151,158,151,158,159,158,151,158,158,158,151,159,159,151,159,158,159,158,159,151,159,158,159,158,159,159,151,158,159,151,22,41,41,38,41,40,40,38,40,38,39,40,39,39,39,41,41,39,39
189,181,188,181,189,188,188,181,189,188,188,181,189,181,188,188,188,189,189,189,181,181,188,188,181,188,181,188,181,181,188,188,188,188,181,188,189,188,189,181,181,181,181,181,188,189,188,189,181,188,189,159,159,151,158,151,158,158,159,151,158,151,159,159,151,151,159,151,151,151,159,159,159,158,151,159,159,158,158,158,151,15,40,41,44,40,39,40,42,39,40,38,38,40,39,39,44,38,40,40
181,188,188,189,181,181,189,181,189,189,181,189,188,189,189,189,181,188,189,188,189,189,189,181,189,188,188,188,188,181,181,188,188,189,189,188,189,189,188,189,181,189,188,189,181,181,181,181,181,189,189,159,158,158,158,158,159,158,151,159,159,158,151,159,151,159,151,159,159,158,159,151,159,158,159,158,159,151,158,151,15,24,38,38,38,41,41,43,40,44,40,38,40,39,41,41,38,40,39,40
189,189,181,188,189,181,181,188,189,188,188,181,188,188,189,181,189,189,181,189,188,181,188,181,189,181,188,189,181,189,188,181,181,188,188,189,188,188,181,188,188,181,181,189,181,188,189,181,181,189,188,151,151,159,159,159,151,151,158,158,159,151,151,151,158,158,159,151,159,159,151,158,151,159,158,151,151,151,151,158,19,41,41,41,40,39,39,39,40,39,40,40,39,39,41,41,39,39,41,41
189,188,189,181,188,188,189,181,188,189,188,189,181,188,189,181,189,189,189,188,189,188,188,189,181,181,181,181,189,188,181,189,188,188,188,181,189,181,181,188,188,189,188,181,181,188,188,188,188,189,181,159,151,151,159,151,159,159,158,159,151,158,158,158,158,159,158,159,158,158,158,151,151,151,158,151,159,151,151,24,24,40,40,41,41,40,40,38,40,41,41,43,40,41,39,38,41,38,41,41
189,188,188,181,189,181,181,181,188,181,181,188,189,188,189,188,189,189,189,188,181,188,181,189,188,181,189,189,188,188,188,181,188,181,188,181,181,189,189,189,189,189,181,189,189,189,189,188,189,189,181,159,158,158,151,159,151,158,158,159,159,158,151,158,159,151,158,158,158,159,158,151,151,158,151,159,151,158,151,17,41,41,41,38,38,38,39,39,38,41,40,41,43,41,40,38,41,39,41,41
181,188,188,189,181,189,181,181,189,189,189,181,188,181,188,188,189,189,181,189,188,181,189,181,188,181,181,181,181,181,188,181,181,181,189,189,188,189,181,181,189,188,181,189,188,189,181,189,188,189,189,151,159,159,158,158,158,158,151,158,158,159,151,158,158,151,158,158,151,158,158,158,159,159,151,158,159,159,159,24,38,41,40,40,38,39,40,41,40,38,38,40,39,41,40,38,43,40,42,39
188,181,189,189,181,188,189,189,188,188,189,181,189,189,181,181,189,181,181,188,181,181,189,188,188,181,188,188,188,189,189,188,181,181,188,181,189,181,189,188,188,189,181,189,189,189,188,188,181,188,189,159,158,159,159,158,151,151,159,151,158,151,158,158,151,151,158,151,158,159,151,151,159,151,158,151,159,151,158,19,42,40,39,39,38,41,39,40,41,40,40,41,40,38,41,39,40,39,39,41
189,188,189,188,189,189,181,188,188,189,189,188,188,181,181,181,181,189,189,188,181,188,181,181,181,181,188,189,189,189,188,181,188,189,181,189,188,181,189,181,181,181,181,188,189,188,188,188,189,189,181,159,158,151,158,158,159,159,158,151,151,158,159,158,159,159,151,158,151,158,158,151,159,159,159,159,158,158,158,17,39,39,41,39,41,39,39,38,41,41,38,40,40,39,39,39,43,42,40,40
181,189,188,189,188,181,181,188,188,188,188,181,189,181,189,189,181,188,189,189,188,181,189,181,188,188,188,189,181,189,181,189,181,188,189,188,189,181,188,181,189,181,189,189,189,188,181,189,188,189,181,158,159,158,159,151,151,151,158,159,158,151,151,158,158,158,159,151,159,151,151,159,158,159,151,159,151,159,159,17,41,38,38,39,40,40,40,41,38,39,39,39,40,39,40,40,41,38,38,41
189,181,188,189,188,189,188,181,189,181,189,181,181,181,189,181,181,189,188,181,189,188,189,188,189,188,188,189,188,181,189,188,181,189,189,189,189,188,181,189,189,181,189,181,189,188,188,189,189,181,188,159,158,151,158,158,151,151,151,159,151,159,151,158,159,158,158,159,158,158,151,159,158,151,151,151,151,159,158,17,41,38,38,38,40,41,39,40,41,41,40,40,38,43,38,38,39,38,40,40
181,181,189,188,189,181,181,181,181,181,189,181,181,188,181,189,189,181,181,188,189,181,189,189,181,181,189,181,188,188,181,181,181,181,189,188,188,181,188,189,181,188,181,181,189,189,189,188,189,188,188,159,151,158,158,151,158,158,158,151,159,158,159,158,159,159,151,151,158,159,151,158,151,159,159,151,158,159,158,24,40,41,38,38,39,40,41,39,41,41,40,40,40,38,38,42,40,40,38,40
188,188,188,181,181,188,188,188,188,188,181,189,189,181,189,189,181,188,188,188,188,181,181,189,188,181,189,189,188,189,181,181,189,189,188,181,189,181,181,188,189,181,189,188,181,188,181,181,188,181,189,158,159,159,159,159,151,151,151,159,159,158,151,159,159,158,158,151,151,158,151,158,159,151,158,158,159,158,151,13,38,38,39,41,40,40,39,41,41,40,40,41,41,38,40,39,39,43,38,41
181,181,188,189,189,188,181,181,189,181,181,188,181,181,189,188,181,188,189,188,181,188,189,181,189,189,189,188,189,188,181,189,181,181,181,181,189,181,181,181,189,189,181,181,181,181,189,188,181,189,181,158,159,151,159,158,159,158,159,158,151,158,151,158,158,158,158,158,151,159,158,151,159,159,151,159,158,151,159,22,39,39,40,41,41,40,38,40,39,38,39,38,41,43,41,39,44,40,41,41
181,181,189,188,188,189,181,181,181,189,181,181,188,189,181,181,188,189,188,188,189,188,189,181,181,189,181,188,181,181,189,181,188,181,181,181,188,181,181,188,188,181,189,181,181,189,181,188,189,188,188,159,159,159,159,151,159,158,151,159,151,158,151,158,158,158,151,159,151,158,151,159,151,151,151,158,151,159,159,21,41,44,41,40,38,41,39,39,44,39,39,39,39,42,38,38,41,41,40,41
181,181,181,188,181,189,189,189,189,188,181,188,181,189,189,181,188,189,189,189,181,188,189,189,188,189,189,189,189,188,188,189,189,181,189,189,188,188,181,181,188,189,181,181,189,181,189,181,189,188,189,151,159,159,159,159,151,158,158,158,158,158,151,159,158,158,151,158,158,159,159,151,151,159,158,158,159,159,158,14,41,40,39,44,41,40,39,39,38,39,38,38,41,41,38,39,40,40,41,38
181,188,189,189,181,181,189,181,181,181,181,188,181,189,188,181,181,181,188,181,188,188,181,189,188,188,181,189,189,189,188,188,189,189,189,188,189,181,189,189,181,181,189,189,181,189,181,181,189,188,188,158,151,158,151,158,159,158,158,159,159,159,151,151,159,158,159,159,159,158,158,158,158,151,158,159,158,159,158,21,38,39,41,41,39,39,38,41,38,40,38,40,40,38,38,40,40,38,38,39
189,189,181,188,188,181,188,188,181,181,188,188,189,181,181,181,189,189,181,188,189,181,188,189,189,188,181,189,188,181,189,189,181,189,188,188,188,188,181,189,188,188,189,181,188,189,189,181,189,181,188,158,159,158,159,151,158,159,159,158,151,151,151,151,151,158,151,151,158,159,158,159,158,159,151,158,158,151,158,13,15,40,40,41,38,38,41,41,38,40,40,39,38,42,39,38,41,44,41,39
188,181,188,181,189,188,181,189,189,189,188,189,188,188,181,189,189,189,188,188,188,189,189,189,189,181,181,181,188,188,189,188,188,181,189,188,181,181,189,189,188,189,189,188,181,181,188,189,188,188,181,159,151,158,158,159,159,158,151,159,151,158,159,159,159,159,159,159,159,158,159,151,159,158,158,151,151,158,158,159,24,38,40,39,41,39,38,40,41,40,38,39,39,41,41,38,38,43,38,38
181,189,189,181,188,189,181,189,188,189,188,189,189,188,188,188,188,181,181,181,181,188,181,188,188,181,188,188,188,188,181,181,188,188,181,181,181,188,181,181,181,189,181,189,188,188,189,189,189,188,188,151,159,159,158,158,159,151,158,151,151,151,159,158,159,158,158,158,159,151,159,159,158,151,158,151,158,151,151,159,20,13,41,43,38,39,42,38,40,38,40,41,43,41,40,44,40,39,44,38
189,181,181,189,181,181,188,181,189,181,188,188,181,189,188,188,188,181,188,189,189,181,188,181,189,181,188,189,181,189,181,189,181,189,188,181,188,181,181,181,188,189,188,189,188,189,181,181,188,181,189,151,159,159,151,159,158,159,151,158,151,158,158,151,159,158,159,158,159,159,159,151,158,151,159,158,159,151,159,158,159,16,39,40,42,38,39,41,38,38,42,40,39,38,41,39,38,43,38,39
188,188,188,188,188,181,189,189,188,189,188,188,181,188,189,189,188,181,181,189,181,181,188,181,188,189,189,189,189,188,189,189,188,188,181,189,181,189,188,188,188,188,188,181,188,181,188,189,188,181,181,159,158,159,151,159,159,158,151,159,158,151,151,158,159,151,151,159,151,158,151,158,159,159,158,158,159,159,159,159,159,24,24,41,41,39,41,41,41,38,38,38,38,38,39,40,41,40,41,40
188,181,189,189,181,181,188,181,189,181,181,189,188,189,181,189,188,189,181,189,189,181,189,181,188,189,189,189,181,188,188,188,188,181,181,189,189,181,189,189,189,188,188,189,181,188,189,188,188,188,181,158,158,158,159,151,159,158,151,158,151,158,151,158,151,151,151,151,151,158,158,158,158,159,158,158,151,159,158,159,151,159,19,39,41,39,40,41,41,38,39,39,40,44,39,39,38,38,40,44
188,181,189,188,181,188,188,189,181,181,181,181,189,181,181,188,188,189,181,189,181,189,188,189,188,181,181,181,188,189,189,188,181,181,189,181,189,188,189,189,189,188,189,189,188,188,188,181,188,189,188,158,159,158,159,159,151,159,151,159,151,159,158,158,159,158,159,158,159,151,151,158,159,159,151,159,158,151,159,159,159,158,18,20,41,40,41,38,39,39,39,39,40,42,42,38,40,41,38,39
188,189,181,188,189,189,188,188,188,181,188,189,188,188,189,188,189,188,189,181,181,189,181,188,181,189,188,188,189,188,188,189,189,181,189,181,189,188,181,189,181,189,189,188,181,181,188,189,188,188,181,158,159,159,159,158,151,158,151,159,158,158,151,151,159,159,151,158,159,151,159,151,159,151,151,151,159,159,151,158,158,158,151,17,22,41,38,41,38,38,40,38,41,39,41,40,38,40,38,39
188,188,189,181,189,181,181,181,181,181,181,188,181,181,188,189,189,181,189,189,188,188,181,181,189,188,188,188,181,189,189,181,189,188,188,189,188,181,189,181,181,188,181,189,188,181,189,188,189,189,189,151,159,158,151,151,159,151,151,159,158,158,158,158,158,151,158,159,158,158,159,151,151,159,158,158,159,158,158,158,151,159,151,151,16,22,39,40,39,40,40,41,40,41,40,39,39,41,40,40
189,189,181,188,189,188,188,189,188,181,188,188,189,181,181,189,189,189,188,189,181,189,188,189,188,188,188,189,181,189,181,189,188,188,189,188,189,188,189,181,189,189,181,189,181,188,189,188,188,189,181,151,159,151,151,159,159,158,159,151,159,158,151,158,158,158,151,158,151,159,159,159,159,158,159,159,151,158,158,158,151,159,159,158,151,17,13,24,40,40,44,41,39,40,41,40,39,38,41,41
181,181,189,181,181,189,181,188,188,189,181,189,188,181,188,188,189,188,189,188,181,181,188,188,189,188,188,189,189,189,189,189,181,189,181,189,188,188,189,188,181,188,189,189,181,188,181,181,181,189,189,158,151,159,151,158,151,158,159,159,158,158,159,158,151,159,159,159,158,159,159,159,151,159,158,159,151,151,159,158,151,151,158,159,159,151,151,17,21,22,40,40,38,38,41,41,40,39,40,40
